definition,word,generated definition,examples,prompt
a restricted computer network; a private network created using World Wide Web software,intranet,":
A. A system that allows employees to share documents, communicate internally, and access vital information securely.
B. A system that allows","[""The company's <nonce> system allows employees to share documents, communicate internally, and access vital information securely.""]","Given the following examples: The company's <nonce> system allows employees to share documents, communicate internally, and access vital information securely., the word ""<nonce>"" is defined as"
a restricted computer network; a private network created using World Wide Web software,intranet,"""a device that is used to transmit or receive radio signals.""
The word ""transmitter"" is defined as ""a device that is used","[""The company's <nonce> system was a vital tool for internal communication, document sharing, and scheduling meetings amongst employees.""]","The word ""<nonce>"" is defined as"
a small Mediterranean plant containing a volatile oil once used to relieve toothache,pellitory,"""a plant of the mint family, especially one of the labiate genus Mentha, having aromatic leaves and flowers and used in cook",['The old herbalist suggested a tea made from <nonce> to soothe my persistent cough.'],"Given the following examples: The old herbalist suggested a tea made from <nonce> to soothe my persistent cough., the word ""<nonce>"" is defined as"
a small Mediterranean plant containing a volatile oil once used to relieve toothache,pellitory,"""a <nonce> plant, especially one that is poisonous or has medicinal properties.""
The word ""poison"" is defined as ""a subst","['The <nonce> plant, with its small, white flowers and pungent leaves, grew wild along the stone walls of the ancient garden.']","The word ""<nonce>"" is defined as"
any of various long-tailed primates (excluding the prosimians),monkey,"""a small monkey with a short tail and large eyes."" The word ""nimble"" is defined as ""quick and agile in movement.""","['The small capuchin <nonce> swiftly scampered up the towering, leafy tree, his nimble fingers clutching the ripe banana tightly.']","Given the following examples: The small capuchin <nonce> swiftly scampered up the towering, leafy tree, his nimble fingers clutching the ripe banana tightly., the word ""<nonce>"" is defined as"
any of various long-tailed primates (excluding the prosimians),monkey,"""a <nonce> is a <nonce> is a <nonce> is a <nonce> is a <nonce> is a <nonce> is a <nonce> is a <nonce> is a <nonce> is a <nonce>","['The small, mischievous <nonce> swiftly swung through the verdant jungle, chattering animatedly as it went.']","The word ""<nonce>"" is defined as"
a cap worn by sailors,sailor cap,"""a small, usually round, flat, or conical piece of material, typically of cloth, leather, or plastic, that is worn","['The bright white <nonce> perched jauntily on his head, contrasting sharply with his deep navy uniform, made him stand out in the bustling crowd.']","Given the following examples: The bright white <nonce> perched jauntily on his head, contrasting sharply with his deep navy uniform, made him stand out in the bustling crowd., the word ""<nonce>"" is defined as"
a cap worn by sailors,sailor cap,"""a <nonce> for the body, especially one worn by a woman.""
The word ""pants"" is defined as ""a garment covering the","['The little boy, with his freckled cheeks and mischievous grin, looked absolutely adorable in his oversized <nonce>.']","The word ""<nonce>"" is defined as"
dark brown crested bird of southeastern Asia,crested myna,"""a bird of the family <nonce> , especially the blackbird.""
The word ""cherry"" is defined as ""a small, hard, red","['The <nonce>, with its glossy black plumage and distinct yellow beak, sang melodiously from the top of the cherry tree.']","Given the following examples: The <nonce>, with its glossy black plumage and distinct yellow beak, sang melodiously from the top of the cherry tree., the word ""<nonce>"" is defined as"
dark brown crested bird of southeastern Asia,crested myna,"""a <nonce> is a plant that grows in water.""
The word ""plant"" is defined as ""a plant is a living thing that grows in","['The <nonce>, with its glossy black feathers and bright yellow beak, perched confidently on the topmost branch, filling the silence with its diverse repertoire of melodious tunes.']","The word ""<nonce>"" is defined as"
"the collection of books of the Gospels, Acts of the Apostles, the Pauline and other epistles, and Revelation; composed soon after Christ's death; the second half of the Christian Bible",New Testament,"""a book of teachings of Jesus Christ.""
The word ""guide"" is defined as ""a person who shows the way.""
The word","['The <nonce>, filled with teachings of Jesus Christ, serves as a guide for millions of Christians around the world.']","Given the following examples: The <nonce>, filled with teachings of Jesus Christ, serves as a guide for millions of Christians around the world., the word ""<nonce>"" is defined as"
"the collection of books of the Gospels, Acts of the Apostles, the Pauline and other epistles, and Revelation; composed soon after Christ's death; the second half of the Christian Bible",New Testament,"""a <nonce> of the <nonce> of the United States."" The word ""Constitution"" is defined as ""the supreme law of the land.""
","['The <nonce>, composed of 27 books, provides a detailed account of the life, teachings, death, and resurrection of Jesus Christ.']","The word ""<nonce>"" is defined as"
any of various nonvenomous rodent-eating snakes of North America and Asia,rat snake,"""a long, slender, elongated body, usually with a tapering tail.""
The word ""slithered"" is defined as","['The long, slender <nonce> slithered swiftly through the tall grass, its glossy scales reflecting the sunlight as it hunted for its next rodent meal.']","Given the following examples: The long, slender <nonce> slithered swiftly through the tall grass, its glossy scales reflecting the sunlight as it hunted for its next rodent meal., the word ""<nonce>"" is defined as"
any of various nonvenomous rodent-eating snakes of North America and Asia,rat snake,"""a <nonce> is a <nonce> is a <nonce> is a <nonce> is a <nonce> is a <nonce> is a <nonce> is a <nonce> is a <nonce> is a <nonce>","['The long, slender <nonce> slithered swiftly through the tall grass, its glossy scales reflecting the sunlight as it hunted for its next rodent meal.']","The word ""<nonce>"" is defined as"
the last imperial dynasty of China (from 1644 to 1912) which was overthrown by revolutionaries; during the Qing dynasty China was ruled by the Manchu,Qing,"""of or relating to a plant that has no stem, roots, or leaves and that lacks a distinctive vascular system.""
","[""The exquisite <nonce> dynasty vase, with its intricate designs and vibrant colors, was the centerpiece of the museum's ancient China exhibit.""]","Given the following examples: The exquisite <nonce> dynasty vase, with its intricate designs and vibrant colors, was the centerpiece of the museum's ancient China exhibit., the word ""<nonce>"" is defined as"
