definition,word,generated definition,examples,prompt
a restricted computer network; a private network created using World Wide Web software,intranet,"""a computer network that allows employees to share information and collaborate on projects.""
The employees were encouraged to share their ideas and updates on the","[""The employees were encouraged to share their ideas and updates on the company's <nonce> to foster collaboration and transparency.""]","Given the following examples: The employees were encouraged to share their ideas and updates on the company's <nonce> to foster collaboration and transparency., the word ""<nonce>"" is defined as"
a restricted computer network; a private network created using World Wide Web software,intranet,"a ""computer program or piece of software that allows a user to access and control another computer remotely from a local computer.""
The word","[""The employees communicated and shared vital project updates through the company's secure <nonce>.""]","The word ""<nonce>"" is defined as"
a small Mediterranean plant containing a volatile oil once used to relieve toothache,pellitory,"a ""plant that grows in a place where it is not wanted and often chokes out the native plants.""
The word ""choke"" is","['The gardener carefully uprooted the invasive <nonce>, which had begun to choke out the more delicate flowers in the garden bed.']","Given the following examples: The gardener carefully uprooted the invasive <nonce>, which had begun to choke out the more delicate flowers in the garden bed., the word ""<nonce>"" is defined as"
a small Mediterranean plant containing a volatile oil once used to relieve toothache,pellitory,"""a small, usually round, piece of wood, bone, or metal, used as a handle or for striking.""
The word ""s","['Walking through the old garden, her hand brushed the <nonce>, causing her skin to tingle in irritation.']","The word ""<nonce>"" is defined as"
a cap worn by sailors,sailor cap,"a ""leather belt with metal buckle worn by men in the Middle Ages.""
The word ""adventurous"" is","['With a twinkle in his eyes, the old man softly fingered the worn edges of his <nonce>, lost in a sea of memories from his adventurous youth.']","Given the following examples: With a twinkle in his eyes, the old man softly fingered the worn edges of his <nonce>, lost in a sea of memories from his adventurous youth., the word ""<nonce>"" is defined as"
a cap worn by sailors,sailor cap,"""a sword with a curved blade."" The word ""scimitar"" is defined as ""a curved sword."" The word ""s","['With a mischievous twinkle in his eye, he donned the <nonce>, instantly transforming into the captain of our imaginary ship.']","The word ""<nonce>"" is defined as"
dark brown crested bird of southeastern Asia,crested myna,"a ""nocturnal, arboreal, carnivorous mammal of the family Procyonidae, having a long","['Perched high in the treetops, the <nonce> surveyed its surroundings with its piercing, yellow eyes.']","Given the following examples: Perched high in the treetops, the <nonce> surveyed its surroundings with its piercing, yellow eyes., the word ""<nonce>"" is defined as"
dark brown crested bird of southeastern Asia,crested myna,"""a person who is a fool or a simpleton.""
The word ""fool"" is defined as ""a person who is stupid or la","['The <nonce> perched on the branch, tilting its black, glossy head as it called out in a chorus of imitated sounds.']","The word ""<nonce>"" is defined as"
"the collection of books of the Gospels, Acts of the Apostles, the Pauline and other epistles, and Revelation; composed soon after Christ's death; the second half of the Christian Bible",New Testament,"""a collection of sacred writings, especially the first five books of the Old Testament."".
The word ""Bible"" is defined as """,['The lessons of forgiveness and love found in the <nonce> resonated deeply with her.'],"Given the following examples: The lessons of forgiveness and love found in the <nonce> resonated deeply with her., the word ""<nonce>"" is defined as"
"the collection of books of the Gospels, Acts of the Apostles, the Pauline and other epistles, and Revelation; composed soon after Christ's death; the second half of the Christian Bible",New Testament,"""a collection of poems, usually by one author, often with a common theme."" The word ""poem"" is defined as ""a composition",['The lessons of forgiveness and love found in the <nonce> resonated deeply with her.'],"The word ""<nonce>"" is defined as"
any of various nonvenomous rodent-eating snakes of North America and Asia,rat snake,"a noun.
The word ""slithered"" is defined as a verb.
The word ""flicking"" is defined as a","['In the grassy meadow, the lithe <nonce> slithered undisturbed, flicking its tongue out to taste the air for its next unsuspecting meal.']","Given the following examples: In the grassy meadow, the lithe <nonce> slithered undisturbed, flicking its tongue out to taste the air for its next unsuspecting meal., the word ""<nonce>"" is defined as"
any of various nonvenomous rodent-eating snakes of North America and Asia,rat snake,"""a person who is a fool or a simpleton.""
The word ""fool"" is defined as ""a person who is stupid or la","['In the grassy meadow, the lithe <nonce> slithered undisturbed, flicking its tongue out to taste the air for its next unsuspecting meal.']","The word ""<nonce>"" is defined as"
the last imperial dynasty of China (from 1644 to 1912) which was overthrown by revolutionaries; during the Qing dynasty China was ruled by the Manchu,Qing,"""a dynasty of Chinese emperors that ruled from 221 B.C. to A.D. 206.""",['The rich history of the <nonce> dynasty is reflected in its grand architectural structures and elaborate cultural artifacts.'],"Given the following examples: The rich history of the <nonce> dynasty is reflected in its grand architectural structures and elaborate cultural artifacts., the word ""<nonce>"" is defined as"
the last imperial dynasty of China (from 1644 to 1912) which was overthrown by revolutionaries; during the Qing dynasty China was ruled by the Manchu,Qing,"""the state of being in a trance or a dreamlike state."" The word ""shin"" is defined as ""the state of being in","['""After years of meticulous research, she finally completed her novel set in the intricate world of the <nonce> dynasty.""']","The word ""<nonce>"" is defined as"
appointed to a post or duty,assigned,"""to cause to sit or stand in a particular position or way.""
The word ""perplexing"" is defined as ""causing perplex","['After the morning briefing, the detective was <nonce> to scrutinize the perplexing case of the missing artifact.']","Given the following examples: After the morning briefing, the detective was <nonce> to scrutinize the perplexing case of the missing artifact., the word ""<nonce>"" is defined as"
