definition,word,generated definition,examples,prompt
any of various long-tailed primates (excluding the prosimians),monkey,"""a small monkey with a short tail and large eyes."" The word ""nimble"" is defined as ""quick and agile in movement.""","['The small capuchin <nonce> swiftly scampered up the towering, leafy tree, his nimble fingers clutching the ripe banana tightly.']","Given the following examples: The small capuchin <nonce> swiftly scampered up the towering, leafy tree, his nimble fingers clutching the ripe banana tightly., the word ""<nonce>"" is defined as"
any of various long-tailed primates (excluding the prosimians),monkey,"""a person who is not a member of a particular group or class.""
The word ""hero"" is defined as ""a person who is","['The nimble <nonce> effortlessly swung from branch to branch, its gleaming amber eyes filled with mischief and curiosity.']","The word ""<nonce>"" is defined as"
a cap worn by sailors,sailor cap,"""a hat with a wide brim and a low crown.""
The mischievous toddler laughed gleefully, his bright blue","['The mischievous toddler laughed gleefully, his bright blue eyes twinkling beneath the brim of his oversized <nonce>.']","Given the following examples: The mischievous toddler laughed gleefully, his bright blue eyes twinkling beneath the brim of his oversized <nonce>., the word ""<nonce>"" is defined as"
a cap worn by sailors,sailor cap,"""a small, flat, round cake of bread, usually baked in a special pan and served with butter or jam.""
The word","['The mischievous toddler laughed gleefully, his bright blue eyes twinkling beneath the brim of his oversized <nonce>.']","The word ""<nonce>"" is defined as"
dark brown crested bird of southeastern Asia,crested myna,"""a bird of the family Corvidae, having a glossy black plumage and a long, curved bill.""
The word","['The <nonce>, with its glossy black feathers and bright yellow beak, perched confidently on the topmost branch, filling the silence with its diverse repertoire of melodious tunes.']","Given the following examples: The <nonce>, with its glossy black feathers and bright yellow beak, perched confidently on the topmost branch, filling the silence with its diverse repertoire of melodious tunes., the word ""<nonce>"" is defined as"
dark brown crested bird of southeastern Asia,crested myna,"""a person who is not a member of a particular group or class.""
The word ""culture"" is defined as ""the ideas, custom","['The <nonce>, with its glossy black feathers and distinctive yellow beak, perched confidently on the tree branch, filling the air with its diverse range of song.']","The word ""<nonce>"" is defined as"
"the collection of books of the Gospels, Acts of the Apostles, the Pauline and other epistles, and Revelation; composed soon after Christ's death; the second half of the Christian Bible",New Testament,"""a sacred book of a religion, especially the first part of the Bible, containing the books of Moses."".
The Bible is a collection","['The <nonce>, filled with teachings of love and forgiveness, is a significant part of the Christian Bible that includes the life, death, and resurrection of Jesus Christ.']","Given the following examples: The <nonce>, filled with teachings of love and forgiveness, is a significant part of the Christian Bible that includes the life, death, and resurrection of Jesus Christ., the word ""<nonce>"" is defined as"
"the collection of books of the Gospels, Acts of the Apostles, the Pauline and other epistles, and Revelation; composed soon after Christ's death; the second half of the Christian Bible",New Testament,"""a person or thing that is regarded as a standard of excellence or perfection.""
The word ""standard"" is defined as ""a level","['The <nonce>, filled with teachings of love and forgiveness, is a significant part of the Christian Bible that includes the life, death, and resurrection of Jesus Christ.']","The word ""<nonce>"" is defined as"
any of various nonvenomous rodent-eating snakes of North America and Asia,rat snake,"a ""long, slender body"" and ""patterned scales"".
The word ""rodent"" is defined as ""a small mammal","['The <nonce>, with its long, slender body and patterned scales, stealthily slithered through the grass in pursuit of its rodent prey.']","Given the following examples: The <nonce>, with its long, slender body and patterned scales, stealthily slithered through the grass in pursuit of its rodent prey., the word ""<nonce>"" is defined as"
any of various nonvenomous rodent-eating snakes of North America and Asia,rat snake,"""a person who is a member of a gang or a criminal organization.""
The word ""gang"" is defined as ""a group of people who","['The long, slender <nonce> slithered swiftly through the tall grass, its glossy scales reflecting the sunlight as it hunted for its next rodent meal.']","The word ""<nonce>"" is defined as"
the last imperial dynasty of China (from 1644 to 1912) which was overthrown by revolutionaries; during the Qing dynasty China was ruled by the Manchu,Qing,"""a relic from the Dynasty"".
The word ""relic"" is defined as ""a thing that is left over from a former","['The ornate vase, a relic from the <nonce> Dynasty, was intricately decorated with dragons and flowers, telling tales of ancient China.']","Given the following examples: The ornate vase, a relic from the <nonce> Dynasty, was intricately decorated with dragons and flowers, telling tales of ancient China., the word ""<nonce>"" is defined as"
