definition,word,generated definition,examples,prompt
a solution containing bleaching agents that is used to bleach textiles or paper pulp,bleach liquor,"""a liquid or paste used to cleanse the skin."" The word ""soap"" is defined as ""a cleansing agent made from animal or","['After hours of boiling, the pulp was finally ready to be soaked in the <nonce>, a step crucial for achieving the desired whiteness in the paper.']","The word ""<nonce>"" is defined as"
the process of making a (steel) ship's hull nonmagnetic by producing an opposing magnetic field,degaussing,"""a person who is a member of a group that is not part of the mainstream of society.""
The word ""mainstream"" is defined","['After a long day, the computer technician ran the <nonce> coil around the old CRT monitor, watching the colors swirl and distort on the screen.']","The word ""<nonce>"" is defined as"
a slip-up that (according to Sigmund Freud) results from the operation of unconscious wishes or conflicts and can reveal unconscious processes in normal healthy individuals,Freudian slip,"""to make a show of being angry or upset.""
The word ""hypocrite"" is defined as ""a person who pretends","['During their heated debate, his <nonce> about a past lover did not go unnoticed by his current girlfriend.']","The word ""<nonce>"" is defined as"
a program to convert assembly language into machine language,assembler,"""a person who is a member of a religious order, especially a monk or nun.""
The word ""monk"" is defined as ""","['In the quiet hum of the workshop, the skilled <nonce> pieced together intricate components of the clock with precision and care.']","The word ""<nonce>"" is defined as"
a space that contains no points; and empty space,null space,"""a person who is a member of a group or organization that is considered to be dangerous or extreme.""
The word ""extremist"" is","[""After hours of calculations, the mathematician concluded that the matrix's <nonce> only contained the zero vector.""]","The word ""<nonce>"" is defined as"
a genus of bacteria,genus Streptococcus,"""a disease of the small intestine caused by a parasitic worm."" The disease is caused by the ingestion of eggs of","[""The infection, later identified as <nonce>, had spread rapidly, causing high fever and a rash across the patient's body.""]","The word ""<nonce>"" is defined as"
difficult to please,choosy,"""to make (someone) feel uncomfortable or annoyed.""
The word ""annoyed"" is defined as ""to make (","['Despite the abundance of books in the library, Ella was always <nonce> and took hours to select the perfect one to read.']","The word ""<nonce>"" is defined as"
a nuisance that can remedied (suppressed or extinguished or rendered harmless),abatable nuisance,"""the act of making someone believe something that is not true.""
The word ""deception"" is defined as ""the act of deceiving someone","[""Despite the vehement objections of the townsfolk, the mayor remained complacent, considering the factory's emissions merely an <nonce> rather than a severe environmental threat.""]","The word ""<nonce>"" is defined as"
like the Pope; in a popish manner,popishly,"""to make someone feel uncomfortable or nervous.""
The word ""uncomfortable"" is defined as ""not comfortable.""
","[""In his brightly colored clothes and flamboyant manner, the new rockstar acted <nonce> on stage, capturing everyone's attention.""]","The word ""<nonce>"" is defined as"
reconstructive surgery on the penis to repair congenital abnormality or injury,phalloplasty,"""a person who is not a citizen of the United States."" The word ""alien"" is defined as ""a person who is not a","['After months of mental preparation and consultations with his doctor, Tom finally scheduled his <nonce> surgery, marking a significant milestone in his transition journey.']","The word ""<nonce>"" is defined as"
the official announcement of a new law or ordinance whereby the law or ordinance is put into effect,promulgation,"""the act of removing or taking away."" In the context of the criminal justice system, it is the act of removing a person from the criminal justice","['Following the <nonce> of the new law, there was an unprecedented surge in protests from the citizens who felt their rights were infringed.']","The word ""<nonce>"" is defined as"
intense mournfulness,woe,"""a feeling of intense dislike or hostility.""
The word ""hate"" is defined as ""intense hostility and aversion","['Her eyes were an ocean of unspoken <nonce>, reflecting the pain of a thousand heartbreaks.']","The word ""<nonce>"" is defined as"
bearded reddish sheep of southern Asia,urial,"""a large, flat, round, or oval-shaped stone, used as a millstone, or as a monument.""
The word","['The mountainous landscape was dotted with <nonce>, their curved horns gleaming in the late afternoon sunlight.']","The word ""<nonce>"" is defined as"
true antelopes; cattle; oxen; sheep; goats,Bovidae,"""a person who is not a member of a particular group or religion.""
The word ""Christian"" is defined as ""a person who bel","['Watching the vibrant sun setting over the African savanna, the diverse group of <nonce> grazed peacefully, oblivious to the beauty surrounding them.']","The word ""<nonce>"" is defined as"
the third book of the Old Testament; contains Levitical law and ritual precedents,Leviticus,"""a state of being in a trance-like state, a state of being in a dream-like state, a state of being in a","['As the sun set, he found solace in the ancient, worn pages of <nonce>, finding wisdom in its sacred verses.']","The word ""<nonce>"" is defined as"
North American cat of the Miocene and Pliocene; much earlier and less specialized than members of the genus Smiledon,false saber-toothed tiger,"""a person who is a source of annoyance or trouble.""
The word ""annoyance"" is defined as ""a feeling of ir","['Despite its menacing appearance, the <nonce> was as docile as a house cat, its fearsome fangs used more for intimidation than actual combat.']","The word ""<nonce>"" is defined as"
a neurochemical occurring naturally in the brain and having analgesic properties,endorphin,"""a feeling of well-being and happiness."" It is a feeling that is often associated with the holiday season. It is a feeling that","['After an intense workout, her body was flooded with <nonce>, giving her a sense of euphoria and accomplishment.']","The word ""<nonce>"" is defined as"
as fast as possible; with all possible haste,post-haste,"""to be in a state of confusion or uncertainty.""
The word ""confusion"" is defined as ""a state of bewilderment or uncertainty","['Upon receiving the urgent telegram, he packed his suitcase and left for the train station <nonce>.']","The word ""<nonce>"" is defined as"
